user,star,eval,content,votes,date
沉默的斯布雷斯,2013-08-15,剧情峰回路转，虽不如无耻混蛋。但女主角美丽勇敢聪慧更甚无耻混蛋的女主,推荐,4,0
ZeonGin Sou,2014-10-18,教你如何将《色戒》拍得紧凑刺激跌宕起伏。剧作细节处理技艺精湛而传统——每一把“枪”都有它独有的声响。机关算尽，处处人祸。PS：女主的终极一脱，真是触目惊心。,力荐,5,1
xjc_jovi,2008-08-12,电影不算短但整体控制力最后失去平衡，只是冲保罗•范霍文,还行,3,0
戴七,2012-05-29,电影好得没话说，战争的背景下很难说清楚对与错。可是我要吐槽一下字幕，风行者版本是哪个逼字幕组出品的，看的时候真他妈想砸电脑！翻译得狗屁不通导致对电影理解都有偏差！字幕组你们翻译的时候好好翻行吗！,力荐,5,0
哔呣咣啵の哸啐,2014-01-05,我觉得我评不了这个片子，信息量太大，每个人都会有自己的感受吧。,未打星,-1,0
乙烷,2011-07-17,毫无疑问，保罗·范霍文最好的电影,力荐,5,0
流言,2013-06-16,看的未删节全本，是反映二战在纳粹敌后斗争的好片，没有脸谱化，没有高大全，结局是风清云淡的美女带着两个孩子在教书……西施往事不必再提，那些，都是当年了。,推荐,4,0
celestebook,2011-12-19,电影味重了点 瑕不掩瑜,推荐,4,0
秋色月光,2011-04-17,"
要看完整版的
",推荐,4,0
frox_xia,2009-02-15,这个战争中的女人，承受了太多太多...我总想，当周围世界中已经没有人可以信任时，我们还能凭借什么活下去？,推荐,4,0
红头发的安妮,2009-02-19,“告诉我一切”“除非你把抢拿开……还要亲我……”,还行,3,0
FrozenElsa,2016-02-04,【8.2】第一段和第二段最多算个精彩，故事曲折的谍战片，但是第三部分则把电影深度一下子拔高了，最后50分钟左右，让我对这片不停的加分！红袍女演的真心不错啊！而且好喜欢她的长相，比GOT里美多了！这片居然有在天朝上映过。而且剪成了87分钟。。卧槽快剪了一半了啊。这看个卵啊,力荐,5,2
Kiki,2011-12-24,女主角选得太好了。似乎有屎之类不太和谐的画面，被纯洁的PPS屏蔽了。,推荐,4,0
Love Scarlett,2017-03-16,感觉剧情太赶了 紧赶慢赶 节奏很别扭。按住棺材板就是从这部电影来的吧。,还行,3,0
巴巴波,2012-02-19,没想到绕了这么多个圈，不错，超出预期了。,推荐,4,0
